,RESPONSEID,MAINBRANCH,EMPLOYMENT,COUNTRY,USSTATE,UKCOUNTRY,EDLEVEL,AGE1STCODE,LEARNCODE,YEARSCODE,YEARSCODEPRO,DEVTYPE,ORGSIZE,CURRENCY,COMPTOTAL,COMPFREQ,LANGUAGEHAVEWORKEDWITH,LANGUAGEWANTTOWORKWITH,DATABASEHAVEWORKEDWITH,DATABASEWANTTOWORKWITH,PLATFORMHAVEWORKEDWITH,PLATFORMWANTTOWORKWITH,WEBFRAMEHAVEWORKEDWITH,WEBFRAMEWANTTOWORKWITH,MISCTECHHAVEWORKEDWITH,MISCTECHWANTTOWORKWITH,TOOLSTECHHAVEWORKEDWITH,TOOLSTECHWANTTOWORKWITH,NEWCOLLABTOOLSHAVEWORKEDWITH,NEWCOLLABTOOLSWANTTOWORKWITH,OPSYS,NEWSTUCK,NEWSOSITES,SOVISITFREQ,SOACCOUNT,SOPARTFREQ,SOCOMM,NEWOTHERCOMMS,AGE,GENDER,TRANS,SEXUALITY,ETHNICITY,ACCESSIBILITY,MENTALHEALTH,SURVEYLENGTH,SURVEYEASE,CONVERTEDCOMPYEARLY,AYUDA
14002,14003,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,Something else,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Books / Physical media",30,15,"Developer, full-stack;Engineering manager;System administrator","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,4000.0,Monthly,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript,Bash/Shell;HTML/CSS;Node.js;Rust;TypeScript,MariaDB;MySQL;PostgreSQL;Redis,Cassandra;PostgreSQL;Redis,DigitalOcean,DigitalOcean,Angular;Express;Gatsby;React.js,Angular;Express;Gatsby;React.js,React Native,React Native,Docker;Git;Kubernetes;Yarn,Docker;Git;Kubernetes;Yarn,Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Other (please specify):,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,None of the above,None of the above,Too short,Easy,51888.0,Visit Stack Overflow;Go for a walk or other physical activity;Other (please specify): Stack Overflow;Stack Exchange
14020,14021,I am a developer by profession,Employed full-time,ESPAÑA,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,School;Friend or family member;Other (please specify):,3,12,"Developer, full-stack","1,000 to 4,999 employees",EUR European Euro,24000.0,Yearly,Java;JavaScript,Java,Oracle,Oracle,,,Angular;Angular.js;jQuery;Spring,Angular;Angular.js;Spring,,,Git,Git,Atom;Eclipse;Notepad++,Atom;Eclipse;Notepad++,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,True,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,25944.0,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later Stack Overflow
14052,14053,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35 - 44 years,School;Books / Physical media,28,21,"Developer, back-end;DevOps specialist","10,000 or more employees",EUR European Euro,60000.0,Yearly,Bash/Shell;Groovy;Java;SQL,Clojure;Elixir;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Rust;SQL,Elasticsearch;MongoDB;Oracle;Redis,Couchbase;Firebase;MongoDB;PostgreSQL;Redis;SQLite,Microsoft Azure,AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure,Flask;Spring,Angular;FastAPI;React.js;Spring;Vue.js,,,Ansible;Docker;Git;Kubernetes,Ansible;Docker;Git;Kubernetes;Terraform,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,True,A few times per month or weekly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,64859.0,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
14053,14054,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Online Courses or Certification;Books / Physical media,25,19,"Developer, desktop or enterprise applications;Developer, back-end;Developer, QA or test;Designer",100 to 499 employees,EUR European Euro,45.0,Yearly,Assembly;C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;LISP;PHP;PowerShell;SQL;TypeScript;VBA,Go;Python;R,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Elasticsearch,Microsoft Azure,AWS;Google Cloud Platform,ASP.NET;ASP.NET Core ;Drupal;jQuery;Spring,React.js;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5;TensorFlow,Git,Docker;Kubernetes,Android Studio;Eclipse;NetBeans;Notepad++;Visual Studio;Visual Studio Code,Rider,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,True,A few times per month or weekly,"Yes, definitely",Yes,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,49.0,Call a coworker or friend;Visit Stack Overflow;Google it Stack Overflow;Stack Exchange
14062,14063,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Friend or family member;Books / Physical media,11,6,"Developer, full-stack;Developer, back-end;DevOps specialist",20 to 99 employees,EUR European Euro,40000.0,Yearly,C;C#;JavaScript;PowerShell,C#;Go;JavaScript;Python,Elasticsearch;MongoDB;Redis,Redis,,,ASP.NET Core ;FastAPI,ASP.NET Core ;Vue.js,.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git,Git,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Notepad++;PyCharm,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,False,,"No, not at all",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,43239.0,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later Stack Overflow;Stack Exchange
14074,14075,I am a student who is learning to code,"Student, full-time",ESPAÑA,,,"Professional degree (JD, MD, etc.)",11 - 17 years,School,,,,,,,,HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;SQL,C#;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;R;TypeScript,MariaDB;MySQL,MariaDB;MySQL,,,Express;jQuery;Laravel;Vue.js,Angular;Express;React.js;Vue.js,,,Git,Git;Unreal Engine,Eclipse;Visual Studio Code,Android Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,True,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,,Appropriate in length,Easy,,Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
14114,14115,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Online Courses or Certification;Books / Physical media,20,6,"Developer, full-stack;Developer, back-end",100 to 499 employees,EUR European Euro,55200.0,Yearly,Go;JavaScript;Node.js;Python;SQL,Go;Python;SQL,Elasticsearch;PostgreSQL;SQLite,MongoDB;PostgreSQL,AWS;DigitalOcean,AWS;DigitalOcean;Google Cloud Platform,Django;FastAPI;Flask;React.js;Vue.js,Django;FastAPI;Flask;Vue.js,NumPy;Pandas,NumPy;Pandas,Docker;Git,Git;Kubernetes,Neovim;Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,True,A few times per month or weekly,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,59670.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later Stack Overflow;Stack Exchange
14183,14184,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",5,5,"Developer, front-end;Developer, back-end;Designer",100 to 499 employees,EUR European Euro,60000.0,Yearly,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,,MySQL;PostgreSQL;SQLite,,Microsoft Azure,,React.js;Vue.js,,,,Deno;Docker;Git,,PHPStorm;Sublime Text;Vim;Visual Studio Code,,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,A few times per week,True,Less than once per month or monthly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,64859.0,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow
14299,14300,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Other (please specify):;Books / Physical media,12,9,Data scientist or machine learning specialist,100 to 499 employees,EUR European Euro,53000.0,Yearly,C#;Python;SQL,Python;SQL,Microsoft SQL Server;Oracle;PostgreSQL,MongoDB;Oracle,Google Cloud Platform;Heroku;Microsoft Azure,Google Cloud Platform;Heroku;Microsoft Azure,,,Apache Spark;Keras;NumPy;Pandas,Apache Spark;Keras;NumPy;Pandas;TensorFlow,Git,Git;Kubernetes,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,True,A few times per week,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,57292.0,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Other (please specify): Stack Overflow;Stack Exchange
14319,14320,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",17,9,"Developer, desktop or enterprise applications;Developer, full-stack","5,000 to 9,999 employees",EUR European Euro,42000.0,Yearly,Assembly;C#;F#;HTML/CSS;JavaScript;TypeScript,C#;C++;F#;HTML/CSS;JavaScript;Node.js;PowerShell;Rust;TypeScript,Microsoft SQL Server,Microsoft SQL Server;MongoDB,Microsoft Azure,AWS;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ,Angular;ASP.NET;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git,Git,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,True,A few times per month or weekly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,I am blind / have difficulty seeing,I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,45401.0,Call a coworker or friend;Visit Stack Overflow;Google it Stack Overflow;Stack Exchange
14369,14370,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague",7,1,"Developer, full-stack;Student;Developer, QA or test","10,000 or more employees",EUR European Euro,16000.0,Yearly,C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;R;SQL;TypeScript,Dart;Go;HTML/CSS;JavaScript;Node.js;TypeScript,MongoDB;MySQL,Firebase,Google Cloud Platform;Microsoft Azure,AWS;Google Cloud Platform,Angular;ASP.NET;Express;Laravel;Spring,Angular;Express;Laravel;Svelte;Vue.js,,,Docker;Git,Kubernetes,Atom;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,True,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,17296.0,Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
14396,14397,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Books / Physical media",19,4,"Developer, mobile;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",20 to 99 employees,EUR European Euro,28000.0,Yearly,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;PowerShell;Python;TypeScript,Bash/Shell;HTML/CSS;Kotlin;Python;TypeScript,Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,PostgreSQL;SQLite,AWS;Microsoft Azure;Oracle Cloud Infrastructure,AWS,Angular;Express;Flask;React.js;Spring,Angular;Spring,.NET Framework;Cordova;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,,Docker;Git;Yarn,Docker;Git,Android Studio;Atom;IntelliJ;IPython/Jupyter;Notepad++;PHPStorm;PyCharm;Vim;Visual Studio Code;Webstorm,IntelliJ;PyCharm;Vim;Visual Studio Code;Webstorm,Windows,Call a coworker or friend;Go for a walk or other physical activity;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,True,A few times per month or weekly,"Yes, definitely",No,25-34 years old,Man,No,Gay or Lesbian,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Easy,30267.0,Call a coworker or friend;Go for a walk or other physical activity;Do other work and come back later Stack Overflow;Stack Exchange
14433,14434,I am a developer by profession,Employed part-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",5,2,"Student;Developer, game or graphics",2 to 9 employees,EUR European Euro,800.0,Monthly,C#;C++;Java;Python,F#;Kotlin;Rust,,,,,,,NumPy;Pandas;Torch/PyTorch,NumPy;Pandas;Torch/PyTorch,Docker;Git;Unity 3D,Docker;Git,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Linux-based,Visit Stack Overflow;Watch help / tutorial videos;Panic,Stack Overflow;Stack Exchange,A few times per week,True,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,10380.0,Visit Stack Overflow;Watch help / tutorial videos;Panic Stack Overflow;Stack Exchange
14436,14437,I am a developer by profession,"Student, full-time",ESPAÑA,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",8,,,,,,,Bash/Shell;C;C#;C++;Java;PHP;Python;Rust,C#;Java;Python;Rust,MariaDB;SQLite,MariaDB;SQLite,,,Django;jQuery,Django;jQuery,Flutter;Pandas,Flutter;Pandas,Unity 3D,Unity 3D,Android Studio;Visual Studio;Visual Studio Code,Android Studio;PyCharm;Visual Studio;Visual Studio Code,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,True,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Neither easy nor difficult,,Visit Stack Overflow;Google it Stack Overflow;Stack Exchange
14485,14486,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,ESPAÑA,,,"Professional degree (JD, MD, etc.)",11 - 17 years,Online Courses or Certification;Books / Physical media,10,7,Product manager,100 to 499 employees,EUR European Euro,,,C#;Java;PowerShell;Python;R;Rust;SQL,PowerShell;Rust;SQL,Microsoft SQL Server,Microsoft SQL Server,,,,,,,Git,Git;Kubernetes,RStudio;Visual Studio;Visual Studio Code,RStudio;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per month or weekly,False,,Neutral,No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
14520,14521,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Colleague",5,1,"Developer, front-end;Academic researcher",I don’t know,EUR European Euro,,,HTML/CSS;JavaScript;Python;SQL,Bash/Shell;Python,MongoDB;SQLite,MariaDB;MongoDB,,,Flask;jQuery,Django;React.js,NumPy;Pandas,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Git,Docker;Kubernetes,Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Meditate;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,True,A few times per week,"Yes, somewhat",No,18-24 years old,Man,No,,I don't know,None of the above,None of the above,Appropriate in length,Easy,,Visit Stack Overflow;Google it;Watch help / tutorial videos;Meditate;Panic Stack Overflow;Stack Exchange
14570,14571,I am a developer by profession,Employed part-time,ESPAÑA,,,"Associate degree (A.A., A.S., etc.)",5 - 10 years,Friend or family member,9,2,"Developer, desktop or enterprise applications;Developer, full-stack;Database administrator;Developer, game or graphics;Developer, embedded applications or devices;System administrator",2 to 9 employees,EUR European Euro,,,Bash/Shell;C#;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,C++;Rust,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,DynamoDB;Elasticsearch,AWS;DigitalOcean,,ASP.NET Core ;Vue.js,Svelte,.NET Framework;.NET Core / .NET 5;Cordova,Qt,Docker;Git;Kubernetes;Unity 3D,Ansible;Terraform,Sublime Text;Visual Studio;Visual Studio Code,,Windows,Google it;Play games,Stack Overflow;Stack Exchange,A few times per month or weekly,True,Less than once per month or monthly,"Yes, somewhat",Yes,18-24 years old,Man,No,Bisexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,,Google it;Play games Stack Overflow;Stack Exchange
